commodity_code,goods_and_use_description,parent_and_commodity_description,usage_statements,commodity_description,standardised_commodity_code
1605219055,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved
Shrimps and prawns
Not in airtight containers
Other
Shrimps and prawns of the species Pandalus jordani
cooked and peeled for processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks, or treatment by gases other than air, introduced into a container before, during or after the placing of a foodstuff in that container
For human consumption","Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved
Shrimps and prawns
Not in airtight containers
Other
Shrimps and prawns of the species Pandalus jordani
cooked and peeled for processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks, or treatment by gases other than air, introduced into a container before, during or after the placing of a foodstuff in that container
For human consumption",empty_cell,For human consumption,1605219055
1605219062,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved
Shrimps and prawns
Not in airtight containers
Other
Shrimps and prawns of the species Pandalus montagui
cooked and peeled for processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks, or treatment by gases other than air, introduced into a container before, during or after the placing of a foodstuff in that container
For human consumption","Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved
Shrimps and prawns
Not in airtight containers
Other
Shrimps and prawns of the species Pandalus montagui
cooked and peeled for processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks, or treatment by gases other than air, introduced into a container before, during or after the placing of a foodstuff in that container
For human consumption",empty_cell,For human consumption,1605219062
1605290050,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved
Shrimps and prawns
Other
Shrimps and prawns of the species Pandalus borealis, cooked and peeled for processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks, or treatment by gases other than air, introduced into a container before, during or after the placing of a foodstuff in that container
For human consumption","Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved
Shrimps and prawns
Other
Shrimps and prawns of the species Pandalus borealis, cooked and peeled for processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks, or treatment by gases other than air, introduced into a container before, during or after the placing of a foodstuff in that container
For human consumption",empty_cell,For human consumption,1605290050
1605290055,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved
Shrimps and prawns
Other
Shrimps and prawns of the species Pandalus montagui, cooked and peeled for processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks, or treatment by gases other than air, introduced into a container before, during or after the placing of a foodstuff in that container
For human consumption","Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved
Shrimps and prawns
Other
Shrimps and prawns of the species Pandalus montagui, cooked and peeled for processing (except retail and catering)
Subject to one or more of the following processing operations: dicing, filleting, production of flaps, cutting of frozen blocks, splitting of interleaved fillet blocks, or treatment by gases other than air, introduced into a container before, during or after the placing of a foodstuff in that container
For human consumption",empty_cell,For human consumption,1605290055
1605301000,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved
Lobster
Lobster meat, cooked, for the manufacture of lobster butter or of lobster pastes, pâtés, soups or sauces","Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved
Lobster
Lobster meat, cooked, for the manufacture of lobster butter or of lobster pastes, pâtés, soups or sauces",empty_cell,"Lobster meat, cooked, for the manufacture of lobster butter or of lobster pastes, pâtés, soups or sauces",1605301000
1701121000,"Cane or beet sugar and chemically pure sucrose, in solid form
Raw sugar not containing added flavouring or colouring matter
Beet sugar
For refining","Cane or beet sugar and chemically pure sucrose, in solid form
Raw sugar not containing added flavouring or colouring matter
Beet sugar
For refining",empty_cell,For refining,1701121000
1701131000,"Cane or beet sugar and chemically pure sucrose, in solid form
Raw sugar not containing added flavouring or colouring matter
Cane sugar specified in subheading note 2 to this chapter
For refining","Cane or beet sugar and chemically pure sucrose, in solid form
Raw sugar not containing added flavouring or colouring matter
Cane sugar specified in subheading note 2 to this chapter
For refining",empty_cell,For refining,1701131000
1701141000,"Cane or beet sugar and chemically pure sucrose, in solid form
Raw sugar not containing added flavouring or colouring matter
Other cane sugar
For refining","Cane or beet sugar and chemically pure sucrose, in solid form
Raw sugar not containing added flavouring or colouring matter
Other cane sugar
For refining",empty_cell,For refining,1701141000
2005800030,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 2006
Sweetcorn (Zea mays var. saccharata)
Corn cobs (Zea Mays Saccharata) whether or not cut, with a diameter of 10 mm or more, but not more than 20 mm, for use in the manufacture of products of the food industry for treatment other than simple repacking","Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 2006
Sweetcorn (Zea mays var. saccharata)
Corn cobs (Zea Mays Saccharata) whether or not cut, with a diameter of 10 mm or more, but not more than 20 mm, for use in the manufacture of products of the food industry for treatment other than simple repacking",empty_cell,"Corn cobs (Zea Mays Saccharata) whether or not cut, with a diameter of 10 mm or more, but not more than 20 mm, for use in the manufacture of products of the food industry for treatment other than simple repacking",2005800030
2007991000,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 30% by weight
Plum purée and paste and prune purée and paste, in immediate packings of a net content exceeding 100kg, for industrial processing","Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 30% by weight
Plum purée and paste and prune purée and paste, in immediate packings of a net content exceeding 100kg, for industrial processing",empty_cell,"Plum purée and paste and prune purée and paste, in immediate packings of a net content exceeding 100kg, for industrial processing",2007991000
2007995083,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Fruit purées obtained by sieving then brought to the boil in a vacuum, the texture and chemical composition of which have not been changed by the heat treatment
Other
Mango puree concentrate, obtained by cooking:
 
-of the Genus Mangifera spp.,
 
-with a sugar content by weight of not more than 30%
for use in the manufacture of products of food and drink industry","Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Fruit purées obtained by sieving then brought to the boil in a vacuum, the texture and chemical composition of which have not been changed by the heat treatment
Other
Mango puree concentrate, obtained by cooking:
 
-of the Genus Mangifera spp.,
 
-with a sugar content by weight of not more than 30%
for use in the manufacture of products of food and drink industry",empty_cell,"Mango puree concentrate, obtained by cooking:
-of the Genus Mangifera spp.,
 
-with a sugar content by weight of not more than 30%
for use in the manufacture of products of food and drink industry",2007995083
2007995084,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Fruit purées obtained by sieving then brought to the boil in a vacuum, the texture and chemical composition of which have not been changed by the heat treatment
Other
Papaya puree concentrate, obtained by cooking:
 
-of the Genus|Carica spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry","Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Fruit purées obtained by sieving then brought to the boil in a vacuum, the texture and chemical composition of which have not been changed by the heat treatment
Other
Papaya puree concentrate, obtained by cooking:
 
-of the Genus|Carica spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry",empty_cell,"Papaya puree concentrate, obtained by cooking:
-of the Genus|Carica spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry",2007995084
2007995085,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Fruit purées obtained by sieving then brought to the boil in a vacuum, the texture and chemical composition of which have not been changed by the heat treatment
Other
Guava puree concentrate, obtained by cooking:
 
-of the Genus|Psidium spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry","Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Fruit purées obtained by sieving then brought to the boil in a vacuum, the texture and chemical composition of which have not been changed by the heat treatment
Other
Guava puree concentrate, obtained by cooking:
 
-of the Genus|Psidium spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry",empty_cell,"Guava puree concentrate, obtained by cooking:
-of the Genus|Psidium spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry",2007995085
2007995093,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Other
Mango puree concentrate, obtained by cooking:
 
-of the Genus|Mangifera spp.,
 
-with a sugar content by weight of not more than 30%
for use in the manufacture of products of food and drink industry","Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Other
Mango puree concentrate, obtained by cooking:
 
-of the Genus|Mangifera spp.,
 
-with a sugar content by weight of not more than 30%
for use in the manufacture of products of food and drink industry",empty_cell,"Mango puree concentrate, obtained by cooking:
-of the Genus|Mangifera spp.,
 
-with a sugar content by weight of not more than 30%
for use in the manufacture of products of food and drink industry",2007995093
2007995094,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Other
Papaya puree concentrate, obtained by cooking:
 
-of the Genus Carica spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry","Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Other
Papaya puree concentrate, obtained by cooking:
 
-of the Genus Carica spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry",empty_cell,"Papaya puree concentrate, obtained by cooking:
-of the Genus Carica spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry",2007995094
2007995095,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Other
Guava puree concentrate, obtained by cooking:
 
-of the Genus|Psidium spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry","Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
With a sugar content exceeding 13% but not exceeding 30% by weight
Other
Other
Guava puree concentrate, obtained by cooking:
 
-of the Genus|Psidium spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry",empty_cell,"Guava puree concentrate, obtained by cooking:
-of the Genus|Psidium spp.,
 
-with a sugar content by weight of more than 13% but not more than 30%
for use in the manufacture of products of food and drink industry",2007995095
2007999310,"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
Other
Of tropical fruit and tropical nuts
Mango puree concentrate, obtained by cooking:
 
-of the Genus|Mangifera spp.,
 
-with a sugar content by weight of not more than 30%
for use in the manufacture of products of food and drink industry","Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter
Other
Other
Other
Of tropical fruit and tropical nuts
Mango puree concentrate, obtained by cooking:
 
-of the Genus|Mangifera spp.,
 
-with a sugar content by weight of not more than 30%
for use in the manufacture of products of food and drink industry",empty_cell,"Mango puree concentrate, obtained by cooking:
-of the Genus|Mangifera spp.,
 
-with a sugar content by weight of not more than 30%
for use in the manufacture of products of food and drink industry",2007999310
2008603930,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included
Cherries
Containing added spirit
Other
Other
Sweet cherries containing added spirit, with a sugar content of not more than 9% by weight, of a diameter of not more than 19,9mm, with stones, for use in chocolate products","Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included
Cherries
Containing added spirit
Other
Other
Sweet cherries containing added spirit, with a sugar content of not more than 9% by weight, of a diameter of not more than 19,9mm, with stones, for use in chocolate products",empty_cell,"Sweet cherries containing added spirit, with a sugar content of not more than 9% by weight, of a diameter of not more than 19,9mm, with stones, for use in chocolate products",2008603930
2008994894,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included
Other, including mixtures other than those of subheading 200819
Other
Not containing added spirit
Containing added sugar, in immediate packings of a net content exceeding 1kg
Tropical fruit
Mangoes, mangosteens, papaws (papayas), cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya
Other
Mango puree:

• not from concentrate, 
• of the genus Mangifera, 
• of a Brix value of 14 or more, but not more than 20 
used in the manufacture of products of drink industry","Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included
Other, including mixtures other than those of subheading 200819
Other
Not containing added spirit
Containing added sugar, in immediate packings of a net content exceeding 1kg
Tropical fruit
Mangoes, mangosteens, papaws (papayas), cashew apples, lychees, jackfruit, sapodillo plums, carambola and pitahaya
Other
Mango puree:

• not from concentrate, 
• of the genus Mangifera, 
• of a Brix value of 14 or more, but not more than 20 
used in the manufacture of products of drink industry",empty_cell,"Mango puree:
• not from concentrate, 
• of the genus Mangifera, 
• of a Brix value of 14 or more, but not more than 20 
used in the manufacture of products of drink industry",2008994894
2008994970,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included
Other, including mixtures other than those of subheading 2008 19
Other
Not containing added spirit
Containing added sugar, in immediate packings of a net content exceeding 1kg
Other
Blanched vine leaves of the genus Karakishmish, in brine, containing by weight:
 
-more than 6% of salt concentration,
 
-0,1% or more but not more than 1,4% of acidity expressed as citric acid monohydrate and
 
-whether or not but not more than 2 000 mg/kg of sodium benzoate according CODEX STAN 192-1995
for use in the manufacture of stuffed vine leaves with rice","Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included
Other, including mixtures other than those of subheading 2008 19
Other
Not containing added spirit
Containing added sugar, in immediate packings of a net content exceeding 1kg
Other
Blanched vine leaves of the genus Karakishmish, in brine, containing by weight:
 
-more than 6% of salt concentration,
 
-0,1% or more but not more than 1,4% of acidity expressed as citric acid monohydrate and
 
-whether or not but not more than 2 000 mg/kg of sodium benzoate according CODEX STAN 192-1995
for use in the manufacture of stuffed vine leaves with rice",empty_cell,"Blanched vine leaves of the genus Karakishmish, in brine, containing by weight:
-more than 6% of salt concentration,
 
-0,1% or more but not more than 1,4% of acidity expressed as citric acid monohydrate and
 
-whether or not but not more than 2 000 mg/kg of sodium benzoate according CODEX STAN 192-1995
for use in the manufacture of stuffed vine leaves with rice",2008994970
2008999120,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included
Other, including mixtures other than those of subheading 2008  19
Other
Not containing added spirit
Not containing added sugar
Yams, sweet potatoes and similar edible parts of plants, containing 5% or more by weight of starch
Chinese water chestnuts (Eleocharis dulcis or Eleocharis tuberosa) peeled, washed, blanched, chilled and individually quick-frozen for use in the manufacture of products of food industry for treatment other than simple repacking","Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included
Other, including mixtures other than those of subheading 2008  19
Other
Not containing added spirit
Not containing added sugar
Yams, sweet potatoes and similar edible parts of plants, containing 5% or more by weight of starch
Chinese water chestnuts (Eleocharis dulcis or Eleocharis tuberosa) peeled, washed, blanched, chilled and individually quick-frozen for use in the manufacture of products of food industry for treatment other than simple repacking",empty_cell,"Chinese water chestnuts (Eleocharis dulcis or Eleocharis tuberosa) peeled, washed, blanched, chilled and individually quick-frozen for use in the manufacture of products of food industry for treatment other than simple repacking",2008999120
2008999911,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included
Other, including mixtures other than those of subheading 2008  19
Other
Not containing added spirit
Not containing added sugar
Other
Vine leaves
Blanched vine leaves of the genus Karakishmish, in brine, containing by weight:
 
-more than 6% of salt concentration,
 
-0,1% or more but not more than 1,4% of acidity expressed as citric acid monohydrate and
 
-whether or not but not more than 2 000 mg/kg of sodium benzoate according CODEX STAN 192-1995
for use in the manufacture of stuffed vine leaves with rice","Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included
Other, including mixtures other than those of subheading 2008  19
Other
Not containing added spirit
Not containing added sugar
Other
Vine leaves
Blanched vine leaves of the genus Karakishmish, in brine, containing by weight:
 
-more than 6% of salt concentration,
 
-0,1% or more but not more than 1,4% of acidity expressed as citric acid monohydrate and
 
-whether or not but not more than 2 000 mg/kg of sodium benzoate according CODEX STAN 192-1995
for use in the manufacture of stuffed vine leaves with rice",empty_cell,"Blanched vine leaves of the genus Karakishmish, in brine, containing by weight:
-more than 6% of salt concentration,
 
-0,1% or more but not more than 1,4% of acidity expressed as citric acid monohydrate and
 
-whether or not but not more than 2 000 mg/kg of sodium benzoate according CODEX STAN 192-1995
for use in the manufacture of stuffed vine leaves with rice",2008999911
2009419220,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Pineapple juice
Of a Brix value not exceeding 20
Containing added sugar
Of a value exceeding 25.00 GBP per 100 kg net weight
Other
Pineapple juice:
— not from concentrate,
— of the genus Ananas,
— of a Brix value of 11 or more but not more than 16, used in the manufacture of products of drink industry","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Pineapple juice
Of a Brix value not exceeding 20
Containing added sugar
Of a value exceeding 25.00 GBP per 100 kg net weight
Other
Pineapple juice:
— not from concentrate,
— of the genus Ananas,
— of a Brix value of 11 or more but not more than 16, used in the manufacture of products of drink industry",empty_cell,"— of a Brix value of 11 or more but not more than 16, used in the manufacture of products of drink industry",2009419220
2009419970,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Pineapple juice
Of a Brix value not exceeding 20
Not containing added sugar
Other
Pineapple juice:

• not from concentrate, 
• of the genus Ananas, 
• of a Brix value of 11 or more but not more than 16, 
used in the manufacture of products of drink industry","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Pineapple juice
Of a Brix value not exceeding 20
Not containing added sugar
Other
Pineapple juice:

• not from concentrate, 
• of the genus Ananas, 
• of a Brix value of 11 or more but not more than 16, 
used in the manufacture of products of drink industry",empty_cell,"Pineapple juice:
• not from concentrate, 
• of the genus Ananas, 
• of a Brix value of 11 or more but not more than 16, 
used in the manufacture of products of drink industry",2009419970
2009493091,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Pineapple juice
Other
Of a Brix value exceeding 20  but not exceeding 67
Of a value exceeding 25.00 GBP per 100 kg net weight, containing added sugar
Other
Pineapple juice, other than in powder form: 
-with a Brix value of more than 20  but not more than 67, 
- a value of more than 25.00 GBP per 100 kg net weight, 
-containing added sugar
used in the manufacture of products of food or drink industry","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Pineapple juice
Other
Of a Brix value exceeding 20  but not exceeding 67
Of a value exceeding 25.00 GBP per 100 kg net weight, containing added sugar
Other
Pineapple juice, other than in powder form: 
-with a Brix value of more than 20  but not more than 67, 
- a value of more than 25.00 GBP per 100 kg net weight, 
-containing added sugar
used in the manufacture of products of food or drink industry",empty_cell,"Pineapple juice, other than in powder form: 
-with a Brix value of more than 20  but not more than 67, 
- a value of more than 25.00 GBP per 100 kg net weight, 
-containing added sugar
used in the manufacture of products of food or drink industry",2009493091
2009619010,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Of a Brix value not exceeding 30
Of a value not exceeding 15.00 GBP per 100 kg net weight
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Of a Brix value not exceeding 30
Of a value not exceeding 15.00 GBP per 100 kg net weight
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces",empty_cell,"for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces",2009619010
2009691111,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Other
Of a Brix value exceeding 67
Of a value not exceeding 18.00 GBP per 100 kg net weight
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces
With an added sugar content not exceeding 30% by weight","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Other
Of a Brix value exceeding 67
Of a value not exceeding 18.00 GBP per 100 kg net weight
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces
With an added sugar content not exceeding 30% by weight",empty_cell,With an added sugar content not exceeding 30% by weight,2009691111
2009691119,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Other
Of a Brix value exceeding 67
Of a value not exceeding 18.00 GBP per 100 kg net weight
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces
Other","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Other
Of a Brix value exceeding 67
Of a value not exceeding 18.00 GBP per 100 kg net weight
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces
Other",empty_cell,Other,2009691119
2009691910,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Other
Of a Brix value exceeding 67
Other
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Other
Of a Brix value exceeding 67
Other
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces",empty_cell,"for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces",2009691910
2009695110,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Other
Of a Brix value exceeding 30 but not exceeding 67
Of a value exceeding 15.00 GBP per 100 kg net weight
Concentrated
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Other
Of a Brix value exceeding 30 but not exceeding 67
Of a value exceeding 15.00 GBP per 100 kg net weight
Concentrated
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces",empty_cell,"for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces",2009695110
2009699020,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Other
Of a Brix value exceeding 30 but not exceeding 67
Of a value not exceeding 15.00 GBP per 100 kg net weight
Other
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Grape juice (including grape must)
Other
Of a Brix value exceeding 30 but not exceeding 67
Of a value not exceeding 15.00 GBP per 100 kg net weight
Other
for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces",empty_cell,"for the production of grape juice and/or non-wine sector products such as non-alcoholic drinks, jams and sauces",2009699020
2009897311,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Juice of any other single fruit or vegetable
Other
Of a Brix value not exceeding 67
Other
Of a value exceeding 25.00 GBP per 100 kg net weight, containing added sugar
Juices of tropical fruit
Passion fruit juice and passion fruit juice concentrate, whether or not frozen: 
-with a Brix value of 13,7 or more but not more than 55, 
-of a value of more than 25.00 GBP per 100 kg net weight, 
-in immediate packings of a content of 50 liters or more, and
 -with added sugar
for the use in the manufacture of products of food or drink industry
powdered","Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter
Juice of any other single fruit or vegetable
Other
Of a Brix value not exceeding 67
Other
Of a value exceeding 25.00 GBP per 100 kg net weight, containing added sugar
Juices of tropical fruit
Passion fruit juice and passion fruit juice concentrate, whether or not frozen: 
-with a Brix value of 13,7 or more but not more than 55, 
-of a value of more than 25.00 GBP per 100 kg net weight, 
-in immediate packings of a content of 50 liters or more, and
 -with added sugar
for the use in the manufacture of products of food or drink industry
powdered",empty_cell,"Passion fruit juice and passion fruit juice concentrate, whether or not frozen: 
-with a Brix value of 13,7 or more but not more than 55, 
-of a value of more than 25.00 GBP per 100 kg net weight, 
-in immediate packings of a content of 50 liters or more, and
 -with added sugar
for the use in the manufacture of products of food or drink industry
powdered",2009897311
